,actorId,name,actorImgUrl,known,contentId
117,518,Danny DeVito,https://image.tmdb.org/t/p/w185/uLW4Y9yjtwxtVmcJfwHZ7sKJai4.jpg,"['뻐꾸기 둥지 위로 날아간 새', '마틸다', '배트맨 리턴즈']","[510, 10830, 364]"
118,9780,Angela Bassett,https://image.tmdb.org/t/p/w185/7Oz53NKdglRzAzI2MKjM3eQXwn.jpg,"['블랙 팬서', '런던 해즈 폴른', '그린 랜턴: 반지의 선택']","[284054, 267860, 44912]"
119,2450028,Jeff Satur,https://image.tmdb.org/t/p/w185/hGLJsRax0pRI8ZP1yzRVyrRXPwl.jpg,"['킨포르쉐 더 시리즈 : 라 포르테', 'ส่วนผสมที่ลงตัว']","[117067, 101422]"
120,94423,Shantel VanSanten,https://image.tmdb.org/t/p/w185/pVSQcngGClHnZhOLedgtkj3tVob.jpg,"['파이널 데스티네이션 4', '더블 타겟', '포 올 맨카인드']","[19912, 66857, 87917]"
121,8784,Daniel Craig,https://image.tmdb.org/t/p/w185/iFerDZUmC5Fu26i4qI8xnUVEHc7.jpg,"['007 스카이폴', '나이브스 아웃', '007 스펙터']","[37724, 546554, 206647]"
122,117642,Jason Momoa,https://image.tmdb.org/t/p/w185/6dEFBpZH8C8OijsynkSajQT99Pb.jpg,"['아쿠아맨', '잭 스나이더의 저스티스 리그', '어둠의 나날']","[297802, 791373, 80752]"
123,10990,Emma Watson,https://image.tmdb.org/t/p/w185/tvPPRGzAzdQFhlKzLbMO1EpuTJI.jpg,"['미녀와 야수', '해리 포터와 마법사의 돌', '해리 포터와 비밀의 방']","[321612, 671, 672]"
124,81388,Steve Howey,https://image.tmdb.org/t/p/w185/7pkqToPpwV6id92cHDwigS77qdv.jpg,"['신부들의 전쟁', '스탠 헬싱', '쉐임리스']","[10521, 23988, 34307]"
125,1397778,Anya Taylor-Joy,https://image.tmdb.org/t/p/w185/aSOvCmB1nsl19IqrjuuWwaguvDh.jpg,"['23 아이덴티티', '더 위치', '퀸스 갬빗']","[381288, 310131, 87739]"
126,1344344,Storm Reid,https://image.tmdb.org/t/p/w185/wA8cntFil1AuwusEZXLH9o898m1.jpg,"['인비저블맨', '시간의 주름', '유포리아']","[570670, 407451, 85552]"
